,inc_angle,id,is_iceberg,fake,train,cnn_predict,med,mea,cnt,knn_predict
0,0.0,f9209504,0.0,False,True,0.3609851896762848,0.0,0.002714174358468307,133.0,0.11018948225587337
1,0.0,551856d8,0.0,False,True,0.2783021926879883,0.0,0.0020924976893833707,133.0,0.1143236321052882
2,0.0,89842932,0.0,False,True,0.05366693437099457,0.0,0.0004035107847443201,133.0,0.12555539502113788
3,0.0,f76458ab,0.0,False,True,0.0793427973985672,0.0,0.0005965623864553925,133.0,0.12427160186975925
4,0.0,9847a428,0.0,False,True,0.0006310508470050991,0.0,4.7447432105646545e-06,133.0,0.12820718919733737
5,0.0,5a962d7c,0.0,False,True,0.032749198377132416,0.0,0.0002462345742641535,133.0,0.126601281820831
6,0.0,ba2b4c39,0.0,False,True,0.019488494843244553,0.0,0.00014653003641537258,133.0,0.12726431699752538
7,0.0,1b4308b4,0.0,False,True,0.6354087591171265,0.0,0.004777509467046063,133.0,0.09646830378383128
8,0.0,94913c6b,0.0,False,True,0.09418542683124542,0.0,0.0007081611039943265,133.0,0.12352947039812534
9,0.0,43637b8a,0.0,False,True,0.11743410676717758,0.0,0.0008829632087757713,133.0,0.12236703640132873
10,0.0,8d5b55f1,0.0,False,True,0.1125669851899147,0.0,0.0008463683096986068,133.0,0.12261039248019187
11,0.0,9b9349e8,0.0,False,True,0.1900903582572937,0.0,0.0014292508139646142,133.0,0.11873422382682293
12,0.0,2a73c7e8,0.0,False,True,0.02743775025010109,0.0,0.00020629887406091045,133.0,0.12686685422718255
13,0.0,70446435,0.0,False,True,0.052706196904182434,0.0,0.000396287194768289,133.0,0.12560343189447848
14,0.0,b623e705,0.0,False,True,1.4261559044825844e-06,0.0,1.0722976725432965e-08,133.0,0.12823867043189238
15,0.0,509eece8,0.0,False,True,0.32762572169303894,0.0,0.0024633512909251047,133.0,0.11185745565503566
16,0.0,bbfea9aa,0.0,False,True,0.021118229255080223,0.0,0.00015878367860962573,133.0,0.1271828302769336
17,0.0,00e759b3,0.0,False,True,0.033964306116104126,0.0,0.00025537072267747466,133.0,0.12654052643388242
18,0.0,a44f95c2,0.0,False,True,0.004160452634096146,0.0,3.12815987526026e-05,133.0,0.1280307191079828
19,0.0,c79106c3,0.0,False,True,0.12030340731143951,0.0,0.0009045368970784926,133.0,0.12222357137411563
20,0.0,c92d0ced,0.0,False,True,0.0026058501098304987,0.0,1.9592857968650367e-05,133.0,0.1281084492341961
21,0.0,68d59566,0.0,False,True,0.04674946516752243,0.0,0.0003514997381016724,133.0,0.1281084492341961
22,0.0,717f085c,0.0,False,True,0.3949927091598511,0.0,0.0029698699936830907,133.0,0.1281084492341961
23,0.0,a1ca169b,0.0,False,True,0.28348273038864136,0.0,0.0021314491006664766,133.0,0.1281084492341961
24,0.0,77d2d457,0.0,False,True,0.48330938816070557,0.0,0.0036339051741406435,133.0,0.1281084492341961
25,0.0,28224273,0.0,False,True,0.4368988275527954,0.0,0.003284953590622522,133.0,0.1281084492341961
26,0.0,d0a54ee0,0.0,False,True,0.0364372543990612,0.0,0.00027396431878993387,133.0,0.1281084492341961
27,0.0,cdfb954f,0.0,False,True,0.0791788250207901,0.0,0.0005953295114345121,133.0,0.1281084492341961
28,0.0,0e1f745a,0.0,False,True,0.08633609116077423,0.0,0.0006491435425622123,133.0,0.1281084492341961
29,0.0,d5826bcd,0.0,False,True,0.33549341559410095,0.0,0.0025225068841661724,133.0,0.1281084492341961
30,0.0,02237e77,0.0,False,True,0.05223693698644638,0.0,0.00039275892471012314,133.0,0.1281084492341961
31,0.0,8f7628d7,0.0,False,True,0.013194816187024117,0.0,9.920914426333922e-05,133.0,0.1281084492341961
32,0.0,309d22b9,0.0,False,True,0.0063276891596615314,0.0,4.7576610223019033e-05,133.0,0.1281084492341961
33,0.0,41fb321a,0.0,False,True,0.4853387475013733,0.0,0.0036491635150479197,133.0,0.1281084492341961
34,0.0,0daec640,0.0,False,True,0.5754363536834717,0.0,0.004326589125439637,133.0,0.1281084492341961
35,0.0,ae0cd7f9,0.0,False,True,0.16731064021587372,0.0,0.0012579747384652159,133.0,0.1281084492341961
36,0.0,244f8117,0.0,False,True,0.04359954968094826,0.0,0.0003278161630146485,133.0,0.1281084492341961
37,0.0,cc5fac62,0.0,False,True,0.12563849985599518,0.0,0.0009446503748571066,133.0,0.1281084492341961
38,0.0,020f5eaa,0.0,False,True,0.01639646850526333,0.0,0.00012328171808468667,133.0,0.1281084492341961
39,0.0,ed3f900a,0.0,False,True,0.02336244285106659,0.0,0.00017565746504561344,133.0,0.1281084492341961
40,0.0,58835983,0.0,False,True,0.40109363198280334,0.0,0.003015741593855664,133.0,0.1281084492341961
41,0.0,a783bdb3,0.0,False,True,0.14688974618911743,0.0,0.0011044341818730633,133.0,0.1281084492341961
42,0.0,76bf0e79,0.0,False,True,0.33970382809638977,0.0,0.002554164121025487,133.0,0.1281084492341961
43,0.0,aada72d9,0.0,False,True,0.012120548635721207,0.0,9.113194462948275e-05,133.0,0.1281084492341961
44,0.0,a1ca4187,0.0,False,True,0.0015214700251817703,0.0,1.1439624249486996e-05,133.0,0.1281084492341961
45,0.0,5a3d8224,0.0,False,True,0.16530866920948029,0.0,0.0012429223248833104,133.0,0.1281084492341961
46,0.0,328e68bd,0.0,False,True,0.09895114600658417,0.0,0.0007439935789968734,133.0,0.1281084492341961
47,0.0,32f5ee95,0.0,False,True,0.05632055923342705,0.0,0.0004234628513791507,133.0,0.1281084492341961
48,0.0,ce73809a,0.0,False,True,0.026237329468131065,0.0,0.0001972731538957223,133.0,0.1281084492341961
49,0.0,9a3c8482,0.0,False,True,0.025827400386333466,0.0,0.0001941909803483719,133.0,0.1281084492341961
50,0.0,b37083ff,0.0,False,True,0.01139158383011818,0.0,8.565100624149007e-05,133.0,0.1281084492341961
51,0.0,f01671c0,0.0,False,True,0.00807651411741972,0.0,6.0725670055787364e-05,133.0,0.1281084492341961
52,0.0,64e98469,0.0,False,True,0.4857167601585388,0.0,0.0036520057154777355,133.0,0.1281084492341961
